CategoryCode,ItemCode,DateID,DailySales,PromoStarted,PromoEnded,DiscountValue,DiscountType,SellingPrice
category_2,124954,2022-01-17,1,2022-01-14,2022-01-20,5,Percentage,210
category_2,124954,2022-01-16,1,2022-01-14,2022-01-20,5,Percentage,210
category_2,124954,2022-01-19,2,2022-01-14,2022-01-20,5,Percentage,210
category_2,124954,2022-01-29,4,2022-01-28,2022-02-03,10,Percentage,210
category_2,124954,2022-01-30,7,2022-01-28,2022-02-03,10,Percentage,210
category_2,124954,2022-02-02,6,2022-01-28,2022-02-03,10,Percentage,210
category_2,124954,2022-02-01,4,2022-01-28,2022-02-03,10,Percentage,210
category_2,124954,2022-01-31,3,2022-01-28,2022-02-03,10,Percentage,210
category_2,124954,2022-02-13,2,2022-02-11,2022-02-17,10,Percentage,210
category_2,124954,2022-02-12,4,2022-02-11,2022-02-17,10,Percentage,210
category_2,124954,2022-02-16,7,2022-02-11,2022-02-17,10,Percentage,210
category_2,124954,2022-02-15,5,2022-02-11,2022-02-17,10,Percentage,210
category_2,124954,2021-11-23,1,2021-11-19,2021-11-25,15,Percentage,210
category_2,124954,2021-11-22,2,2021-11-19,2021-11-25,15,Percentage,210
category_2,124954,2021-11-24,3,2021-11-19,2021-11-25,15,Percentage,210
category_2,124954,2021-11-21,6,2021-11-19,2021-11-25,15,Percentage,210
category_2,124954,2021-11-20,3,2021-11-19,2021-11-25,15,Percentage,210
category_2,124954,2022-02-09,4,2022-02-04,2022-02-10,10,Percentage,210
category_2,124954,2022-02-08,5,2022-02-04,2022-02-10,10,Percentage,210
category_2,124954,2022-02-05,2,2022-02-04,2022-02-10,10,Percentage,210
category_2,124954,2022-02-06,1,2022-02-04,2022-02-10,10,Percentage,210
category_2,124954,2022-02-07,3,2022-02-04,2022-02-10,10,Percentage,210
category_2,124954,2021-11-13,4,2021-11-12,2021-11-18,15,Percentage,210
category_2,124954,2021-11-15,9,2021-11-12,2021-11-18,15,Percentage,210
category_2,124954,2021-11-14,4,2021-11-12,2021-11-18,15,Percentage,210
category_2,124954,2021-11-16,5,2021-11-12,2021-11-18,15,Percentage,210
category_2,124954,2021-11-17,11,2021-11-12,2021-11-18,15,Percentage,210
category_3,1090024,2022-02-09,6,2022-02-04,2022-02-10,20,Percentage,170
category_3,1090024,2022-02-08,14,2022-02-04,2022-02-10,20,Percentage,170
category_3,1090024,2022-02-05,9,2022-02-04,2022-02-10,20,Percentage,170
category_3,1090024,2022-02-06,3,2022-02-04,2022-02-10,20,Percentage,170
category_3,1090024,2022-02-07,5,2022-02-04,2022-02-10,20,Percentage,170
category_3,1090024,2022-01-29,11,2022-01-28,2022-02-03,20,Percentage,170
category_3,1090024,2022-01-30,5,2022-01-28,2022-02-03,20,Percentage,170
category_3,1090024,2022-02-01,5,2022-01-28,2022-02-03,20,Percentage,170
category_3,1090024,2022-02-02,8,2022-01-28,2022-02-03,20,Percentage,170
category_3,1090024,2022-01-31,5,2022-01-28,2022-02-03,20,Percentage,170
category_3,1090024,2022-02-13,12,2022-02-11,2022-02-17,20,Percentage,170
category_3,1090024,2022-02-16,13,2022-02-11,2022-02-17,20,Percentage,170
category_3,1090024,2022-02-12,8,2022-02-11,2022-02-17,20,Percentage,170
category_3,1090024,2022-02-14,8,2022-02-11,2022-02-17,20,Percentage,170
category_3,1090024,2022-02-15,11,2022-02-11,2022-02-17,20,Percentage,170
category_3,1066570,2021-11-23,24,2021-11-19,2021-11-25,15,Percentage,45
category_3,1066570,2021-11-22,27,2021-11-19,2021-11-25,15,Percentage,45
category_3,1066570,2021-11-24,2,2021-11-19,2021-11-25,15,Percentage,45
category_3,1066570,2021-11-21,7,2021-11-19,2021-11-25,15,Percentage,45
category_3,1066570,2021-11-20,10,2021-11-19,2021-11-25,15,Percentage,45
category_3,1066570,2021-11-01,36,2021-10-29,2021-11-04,15,Percentage,45
category_3,1066570,2021-11-02,6,2021-10-29,2021-11-04,15,Percentage,45
category_3,1066570,2021-10-31,10,2021-10-29,2021-11-04,15,Percentage,45
category_3,1066570,2021-10-30,12,2021-10-29,2021-11-04,15,Percentage,45
category_3,1066570,2021-11-03,17,2021-10-29,2021-11-04,15,Percentage,45
category_3,1066570,2022-01-17,3,2022-01-14,2022-01-20,15,Percentage,45
category_3,1066570,2022-01-16,2,2022-01-14,2022-01-20,15,Percentage,45
category_3,1066570,2022-01-15,1,2022-01-14,2022-01-20,15,Percentage,45
category_3,1066570,2022-01-19,1,2022-01-14,2022-01-20,15,Percentage,45
category_3,1066570,2022-01-18,4,2022-01-14,2022-01-20,15,Percentage,45
category_3,1066570,2021-10-16,6,2021-10-15,2021-10-21,15,Percentage,45
category_3,1066570,2021-10-20,5,2021-10-15,2021-10-21,15,Percentage,45
category_3,1066570,2021-10-19,6,2021-10-15,2021-10-21,15,Percentage,45
category_3,1066570,2021-10-18,18,2021-10-15,2021-10-21,15,Percentage,45
category_3,1066570,2021-10-17,4,2021-10-15,2021-10-21,15,Percentage,45
category_3,1066570,2021-11-10,4,2021-11-05,2021-11-11,15,Percentage,45
category_3,1066570,2021-11-08,11,2021-11-05,2021-11-11,15,Percentage,45
category_3,1066570,2021-11-07,4,2021-11-05,2021-11-11,15,Percentage,45
category_3,1066570,2021-11-06,14,2021-11-05,2021-11-11,15,Percentage,45
category_3,1066570,2022-01-22,4,2022-01-21,2022-01-27,15,Percentage,45
category_3,1066570,2022-01-26,12,2022-01-21,2022-01-27,15,Percentage,45
category_3,1066570,2021-11-13,5,2021-11-12,2021-11-18,15,Percentage,45
category_3,1066570,2021-11-15,16,2021-11-12,2021-11-18,15,Percentage,45
category_3,1066570,2021-11-14,19,2021-11-12,2021-11-18,15,Percentage,45
category_3,1066570,2021-11-16,23,2021-11-12,2021-11-18,15,Percentage,45
category_3,1066570,2021-11-17,24,2021-11-12,2021-11-18,15,Percentage,45
category_3,1066570,2021-10-23,19,2021-10-22,2021-10-28,15,Percentage,45
category_3,1066570,2021-10-24,4,2021-10-22,2021-10-28,15,Percentage,45
category_3,1066570,2021-10-26,9,2021-10-22,2021-10-28,15,Percentage,45
category_3,1066570,2021-10-27,25,2021-10-22,2021-10-28,15,Percentage,45
category_3,1066570,2021-10-25,31,2021-10-22,2021-10-28,15,Percentage,45
category_3,1066570,2021-10-03,1,2021-10-01,2021-10-07,15,Percentage,45
category_3,1066570,2021-10-05,2,2021-10-01,2021-10-07,15,Percentage,45
category_3,1066570,2021-10-02,17,2021-10-01,2021-10-07,15,Percentage,45
category_3,1066570,2021-10-06,21,2021-10-01,2021-10-07,15,Percentage,45
category_3,1066570,2021-10-04,17,2021-10-01,2021-10-07,15,Percentage,45
category_3,1066570,2021-10-11,26,2021-10-08,2021-10-14,15,Percentage,45
category_3,1066570,2021-10-10,8,2021-10-08,2021-10-14,15,Percentage,45
category_3,1066570,2021-10-09,7,2021-10-08,2021-10-14,15,Percentage,45
category_3,1066570,2021-10-13,39,2021-10-08,2021-10-14,15,Percentage,45
category_3,1066570,2021-10-12,13,2021-10-08,2021-10-14,15,Percentage,45
category_3,1066570,2022-01-06,19,2022-01-04,2022-01-13,15,Percentage,45
category_3,1066570,2022-01-05,2,2022-01-04,2022-01-13,15,Percentage,45
category_3,1066570,2022-01-08,1,2022-01-04,2022-01-13,15,Percentage,45
category_3,1066570,2022-01-09,16,2022-01-04,2022-01-13,15,Percentage,45
category_3,1066570,2022-01-10,4,2022-01-04,2022-01-13,15,Percentage,45
category_3,1066570,2022-01-12,7,2022-01-04,2022-01-13,15,Percentage,45
category_3,1066570,2022-01-07,9,2022-01-04,2022-01-13,15,Percentage,45
category_3,1066570,2022-01-11,2,2022-01-04,2022-01-13,15,Percentage,45
category_3,1066570,2021-11-23,24,2021-11-19,2021-11-25,15,Percentage,45
category_3,1066570,2021-11-22,27,2021-11-19,2021-11-25,15,Percentage,45
category_3,1066570,2021-11-24,2,2021-11-19,2021-11-25,15,Percentage,45
category_3,1066570,2021-11-21,7,2021-11-19,2021-11-25,15,Percentage,45
category_3,1066570,2021-11-20,10,2021-11-19,2021-11-25,15,Percentage,45
category_3,1066570,2021-11-01,36,2021-10-29,2021-11-04,15,Percentage,45
category_3,1066570,2021-11-02,6,2021-10-29,2021-11-04,15,Percentage,45
category_3,1066570,2021-10-31,10,2021-10-29,2021-11-04,15,Percentage,45
category_3,1066570,2021-10-30,12,2021-10-29,2021-11-04,15,Percentage,45
category_3,1066570,2021-11-03,17,2021-10-29,2021-11-04,15,Percentage,45
category_3,1066570,2022-01-17,3,2022-01-14,2022-01-20,15,Percentage,45
category_3,1066570,2022-01-16,2,2022-01-14,2022-01-20,15,Percentage,45
category_3,1066570,2022-01-15,1,2022-01-14,2022-01-20,15,Percentage,45
category_3,1066570,2022-01-19,1,2022-01-14,2022-01-20,15,Percentage,45
category_3,1066570,2022-01-18,4,2022-01-14,2022-01-20,15,Percentage,45
category_3,1066570,2021-10-16,6,2021-10-15,2021-10-21,15,Percentage,45
category_3,1066570,2021-10-20,5,2021-10-15,2021-10-21,15,Percentage,45
category_3,1066570,2021-10-19,6,2021-10-15,2021-10-21,15,Percentage,45
category_3,1066570,2021-10-18,18,2021-10-15,2021-10-21,15,Percentage,45
category_3,1066570,2021-10-17,4,2021-10-15,2021-10-21,15,Percentage,45
category_3,1066570,2021-11-10,4,2021-11-05,2021-11-11,15,Percentage,45
category_3,1066570,2021-11-08,11,2021-11-05,2021-11-11,15,Percentage,45
category_3,1066570,2021-11-07,4,2021-11-05,2021-11-11,15,Percentage,45
category_3,1066570,2021-11-06,14,2021-11-05,2021-11-11,15,Percentage,45
category_3,1066570,2022-01-22,4,2022-01-21,2022-01-27,15,Percentage,45
category_3,1066570,2022-01-26,12,2022-01-21,2022-01-27,15,Percentage,45
category_3,1066570,2021-11-13,5,2021-11-12,2021-11-18,15,Percentage,45
category_3,1066570,2021-11-15,16,2021-11-12,2021-11-18,15,Percentage,45
category_3,1066570,2021-11-14,19,2021-11-12,2021-11-18,15,Percentage,45
category_3,1066570,2021-11-16,23,2021-11-12,2021-11-18,15,Percentage,45
category_3,1066570,2021-11-17,24,2021-11-12,2021-11-18,15,Percentage,45
category_3,1066570,2021-10-23,19,2021-10-22,2021-10-28,15,Percentage,45
category_3,1066570,2021-10-24,4,2021-10-22,2021-10-28,15,Percentage,45
category_3,1066570,2021-10-26,9,2021-10-22,2021-10-28,15,Percentage,45
category_3,1066570,2021-10-27,25,2021-10-22,2021-10-28,15,Percentage,45
category_3,1066570,2021-10-25,31,2021-10-22,2021-10-28,15,Percentage,45
category_3,1066570,2021-10-03,1,2021-10-01,2021-10-07,15,Percentage,45
category_3,1066570,2021-10-05,2,2021-10-01,2021-10-07,15,Percentage,45
category_3,1066570,2021-10-02,17,2021-10-01,2021-10-07,15,Percentage,45
category_3,1066570,2021-10-06,21,2021-10-01,2021-10-07,15,Percentage,45
category_3,1066570,2021-10-04,17,2021-10-01,2021-10-07,15,Percentage,45
category_3,1066570,2021-10-11,26,2021-10-08,2021-10-14,15,Percentage,45
category_3,1066570,2021-10-10,8,2021-10-08,2021-10-14,15,Percentage,45
category_3,1066570,2021-10-09,7,2021-10-08,2021-10-14,15,Percentage,45
category_3,1066570,2021-10-13,39,2021-10-08,2021-10-14,15,Percentage,45
category_3,1066570,2021-10-12,13,2021-10-08,2021-10-14,15,Percentage,45
category_3,1066570,2022-01-06,19,2022-01-04,2022-01-13,15,Percentage,45
category_3,1066570,2022-01-05,2,2022-01-04,2022-01-13,15,Percentage,45
category_3,1066570,2022-01-08,1,2022-01-04,2022-01-13,15,Percentage,45
category_3,1066570,2022-01-09,16,2022-01-04,2022-01-13,15,Percentage,45
category_3,1066570,2022-01-10,4,2022-01-04,2022-01-13,15,Percentage,45
category_3,1066570,2022-01-12,7,2022-01-04,2022-01-13,15,Percentage,45
category_3,1066570,2022-01-07,9,2022-01-04,2022-01-13,15,Percentage,45
category_3,1066570,2022-01-11,2,2022-01-04,2022-01-13,15,Percentage,45
category_2,836125,2022-01-29,20,2022-01-28,2022-02-03,10,Percentage,70
category_2,836125,2022-01-30,19,2022-01-28,2022-02-03,10,Percentage,70
category_2,836125,2022-02-02,30,2022-01-28,2022-02-03,10,Percentage,70
category_2,836125,2022-02-01,18,2022-01-28,2022-02-03,10,Percentage,70
category_2,836125,2022-01-31,24,2022-01-28,2022-02-03,10,Percentage,70
category_2,836125,2022-02-09,8,2022-02-04,2022-02-10,10,Percentage,70
category_2,836125,2022-02-08,5,2022-02-04,2022-02-10,10,Percentage,70
category_2,836125,2022-02-05,5,2022-02-04,2022-02-10,10,Percentage,70
category_2,836125,2022-02-06,10,2022-02-04,2022-02-10,10,Percentage,70
category_2,836125,2022-02-07,5,2022-02-04,2022-02-10,10,Percentage,70
category_2,836125,2021-11-13,10,2021-11-12,2021-11-18,10,Percentage,70
category_2,836125,2021-11-15,14,2021-11-12,2021-11-18,10,Percentage,70
category_2,836125,2021-11-14,5,2021-11-12,2021-11-18,10,Percentage,70
category_2,836125,2021-11-16,5,2021-11-12,2021-11-18,10,Percentage,70
category_2,836125,2021-11-17,13,2021-11-12,2021-11-18,10,Percentage,70
category_4,753613,2022-01-23,40,2022-01-21,2022-01-27,10,Percentage,70
category_4,753613,2022-01-26,23,2022-01-21,2022-01-27,10,Percentage,70
category_4,753613,2022-01-24,7,2022-01-21,2022-01-27,10,Percentage,70
category_4,753613,2022-01-19,33,2022-01-14,2022-01-20,10,Percentage,70
category_4,753613,2022-01-18,44,2022-01-14,2022-01-20,10,Percentage,70
category_4,753613,2022-01-06,14,2022-01-04,2022-01-13,10,Percentage,70
category_4,753613,2022-01-05,8,2022-01-04,2022-01-13,10,Percentage,70
category_4,753613,2022-01-12,20,2022-01-04,2022-01-13,10,Percentage,70
category_4,753613,2022-01-07,4,2022-01-04,2022-01-13,10,Percentage,70
category_4,753613,2022-01-11,16,2022-01-04,2022-01-13,10,Percentage,70
category_2,65788,2021-10-03,7,2021-10-01,2021-10-07,10,Percentage,230
category_2,65788,2021-10-05,5,2021-10-01,2021-10-07,10,Percentage,230
category_2,65788,2021-10-02,12,2021-10-01,2021-10-07,10,Percentage,230
category_2,65788,2021-10-06,8,2021-10-01,2021-10-07,10,Percentage,230
category_2,65788,2021-10-04,5,2021-10-01,2021-10-07,10,Percentage,230
category_2,65788,2021-10-16,7,2021-10-15,2021-10-21,10,Percentage,230
category_2,65788,2021-10-20,9,2021-10-15,2021-10-21,10,Percentage,230
category_2,65788,2021-10-19,10,2021-10-15,2021-10-21,10,Percentage,230
category_2,65788,2021-10-18,9,2021-10-15,2021-10-21,10,Percentage,230
category_2,65788,2021-10-17,16,2021-10-15,2021-10-21,10,Percentage,230
category_2,65788,2021-10-23,6,2021-10-22,2021-10-28,10,Percentage,230
category_2,65788,2021-10-24,5,2021-10-22,2021-10-28,10,Percentage,230
category_2,65788,2021-10-26,8,2021-10-22,2021-10-28,10,Percentage,230
category_2,65788,2021-10-27,9,2021-10-22,2021-10-28,10,Percentage,230
category_2,65788,2021-10-25,10,2021-10-22,2021-10-28,10,Percentage,230
category_2,65788,2021-10-11,5,2021-10-08,2021-10-14,10,Percentage,230
category_2,65788,2021-10-10,7,2021-10-08,2021-10-14,10,Percentage,230
category_2,65788,2021-10-09,7,2021-10-08,2021-10-14,10,Percentage,230
category_2,65788,2021-10-13,8,2021-10-08,2021-10-14,10,Percentage,230
category_2,65788,2021-10-12,9,2021-10-08,2021-10-14,10,Percentage,230
category_2,39436,2021-10-03,22,2021-10-01,2021-10-07,25,Percentage,70
category_2,39436,2021-10-05,28,2021-10-01,2021-10-07,25,Percentage,70
category_2,39436,2021-10-02,57,2021-10-01,2021-10-07,25,Percentage,70
category_2,39436,2021-10-06,28,2021-10-01,2021-10-07,25,Percentage,70
category_2,39436,2021-10-04,12,2021-10-01,2021-10-07,25,Percentage,70
category_2,39436,2021-10-11,33,2021-10-08,2021-10-14,25,Percentage,70
category_2,39436,2021-10-10,14,2021-10-08,2021-10-14,25,Percentage,70
category_2,39436,2021-10-09,41,2021-10-08,2021-10-14,25,Percentage,70
category_2,39436,2021-10-13,26,2021-10-08,2021-10-14,25,Percentage,70
category_2,39436,2021-10-12,23,2021-10-08,2021-10-14,25,Percentage,70
category_4,23200,2022-02-13,17,2022-02-11,2022-02-17,10,Percentage,320
category_4,23200,2022-02-12,5,2022-02-11,2022-02-17,10,Percentage,320
category_4,23200,2022-02-16,5,2022-02-11,2022-02-17,10,Percentage,320
category_4,23200,2021-12-22,11,2021-12-17,2021-12-23,10,Percentage,290
category_4,23200,2021-12-21,8,2021-12-17,2021-12-23,10,Percentage,290
category_4,23200,2021-11-01,10,2021-10-29,2021-11-04,25,Percentage,290
category_4,23200,2021-11-02,4,2021-10-29,2021-11-04,25,Percentage,290
category_4,23200,2021-10-31,21,2021-10-29,2021-11-04,25,Percentage,290
category_4,23200,2021-10-30,24,2021-10-29,2021-11-04,25,Percentage,290
category_4,23200,2021-11-03,11,2021-10-29,2021-11-04,25,Percentage,290
category_4,23200,2021-11-09,8,2021-11-05,2021-11-11,25,Percentage,290
category_4,23200,2021-11-10,14,2021-11-05,2021-11-11,25,Percentage,290
category_4,23200,2021-11-08,9,2021-11-05,2021-11-11,25,Percentage,290
category_4,23200,2021-11-07,13,2021-11-05,2021-11-11,25,Percentage,290
category_4,23200,2021-11-06,16,2021-11-05,2021-11-11,25,Percentage,290
category_4,23200,2021-12-25,11,2021-12-24,2021-12-30,25,Percentage,290
category_4,23200,2021-12-26,9,2021-12-24,2021-12-30,25,Percentage,290
category_4,23200,2021-12-27,20,2021-12-24,2021-12-30,25,Percentage,290
category_4,23200,2021-12-28,5,2021-12-24,2021-12-30,25,Percentage,290
category_4,23200,2021-12-29,10,2021-12-24,2021-12-30,25,Percentage,290
category_4,23200,2021-12-04,24,2021-12-03,2021-12-09,30,Percentage,290
category_4,23200,2021-12-07,26,2021-12-03,2021-12-09,30,Percentage,290
category_4,23200,2021-12-05,31,2021-12-03,2021-12-09,30,Percentage,290
category_4,23200,2021-12-08,24,2021-12-03,2021-12-09,30,Percentage,290
category_4,23200,2021-12-06,50,2021-12-03,2021-12-09,30,Percentage,290
category_4,23200,2021-11-13,10,2021-11-12,2021-11-18,10,Percentage,290
category_4,23200,2021-11-15,10,2021-11-12,2021-11-18,10,Percentage,290
category_4,23200,2021-11-14,7,2021-11-12,2021-11-18,10,Percentage,290
category_4,23200,2021-11-16,2,2021-11-12,2021-11-18,10,Percentage,290
category_4,23200,2021-11-17,1,2021-11-12,2021-11-18,10,Percentage,290
category_4,23200,2021-11-23,2,2021-11-19,2021-11-25,10,Percentage,290
category_4,23200,2021-11-22,16,2021-11-19,2021-11-25,10,Percentage,290
category_4,23200,2021-11-24,9,2021-11-19,2021-11-25,10,Percentage,290
category_4,23200,2021-11-21,8,2021-11-19,2021-11-25,10,Percentage,290
category_4,23200,2021-11-20,3,2021-11-19,2021-11-25,10,Percentage,290
category_4,23200,2021-12-12,24,2021-12-10,2021-12-16,30,Percentage,290
category_4,23200,2021-12-11,28,2021-12-10,2021-12-16,30,Percentage,290
category_4,23200,2021-12-13,23,2021-12-10,2021-12-16,30,Percentage,290
category_4,23200,2021-12-14,39,2021-12-10,2021-12-16,30,Percentage,290
category_4,23200,2021-12-15,28,2021-12-10,2021-12-16,30,Percentage,290
category_4,23200,2021-12-01,23,2021-11-26,2021-12-02,30,Percentage,290
category_4,23200,2021-11-28,33,2021-11-26,2021-12-02,30,Percentage,290
category_4,23200,2021-11-29,26,2021-11-26,2021-12-02,30,Percentage,290
category_4,23200,2021-11-27,19,2021-11-26,2021-12-02,30,Percentage,290
category_4,23200,2021-11-30,25,2021-11-26,2021-12-02,30,Percentage,290
category_3,132334,2021-12-04,15,2021-12-03,2021-12-09,10,Percentage,190
category_3,132334,2021-12-07,8,2021-12-03,2021-12-09,10,Percentage,190
category_3,132334,2021-12-05,13,2021-12-03,2021-12-09,10,Percentage,190
category_3,132334,2021-12-08,1,2021-12-03,2021-12-09,10,Percentage,190
category_3,132334,2021-12-06,4,2021-12-03,2021-12-09,10,Percentage,190
category_3,132334,2021-10-03,2,2021-10-01,2021-10-07,10,Percentage,190
category_3,132334,2021-10-02,7,2021-10-01,2021-10-07,10,Percentage,190
category_3,132334,2021-10-04,1,2021-10-01,2021-10-07,10,Percentage,190
category_3,132334,2021-10-16,1,2021-10-15,2021-10-21,10,Percentage,190
category_3,132334,2021-10-20,4,2021-10-15,2021-10-21,10,Percentage,190
category_3,132334,2021-10-19,1,2021-10-15,2021-10-21,10,Percentage,190
category_3,132334,2021-10-17,3,2021-10-15,2021-10-21,10,Percentage,190
category_3,132334,2021-12-01,5,2021-11-26,2021-12-02,10,Percentage,190
category_3,132334,2021-11-28,10,2021-11-26,2021-12-02,10,Percentage,190
category_3,132334,2021-11-29,4,2021-11-26,2021-12-02,10,Percentage,190
category_3,132334,2021-11-27,18,2021-11-26,2021-12-02,10,Percentage,190
category_3,132334,2021-11-30,2,2021-11-26,2021-12-02,10,Percentage,190
category_3,132334,2021-12-25,5,2021-12-24,2021-12-30,10,Percentage,190
category_3,132334,2021-12-26,2,2021-12-24,2021-12-30,10,Percentage,190
category_3,132334,2021-12-28,5,2021-12-24,2021-12-30,10,Percentage,190
category_3,132334,2021-12-29,3,2021-12-24,2021-12-30,10,Percentage,190
category_3,132334,2021-12-12,8,2021-12-10,2021-12-16,10,Percentage,190
category_3,132334,2021-12-11,4,2021-12-10,2021-12-16,10,Percentage,190
category_3,132334,2021-12-13,2,2021-12-10,2021-12-16,10,Percentage,190
category_3,132334,2021-12-14,6,2021-12-10,2021-12-16,10,Percentage,190
category_3,132334,2021-12-15,1,2021-12-10,2021-12-16,10,Percentage,190
category_3,132334,2021-12-19,9,2021-12-17,2021-12-23,10,Percentage,190
category_3,132334,2021-12-22,3,2021-12-17,2021-12-23,10,Percentage,190
category_3,132334,2021-12-18,6,2021-12-17,2021-12-23,10,Percentage,190
category_3,132334,2021-12-21,6,2021-12-17,2021-12-23,10,Percentage,190
category_3,132334,2021-12-20,3,2021-12-17,2021-12-23,10,Percentage,190
category_3,132334,2021-10-11,6,2021-10-08,2021-10-14,10,Percentage,190
category_3,132334,2021-10-10,3,2021-10-08,2021-10-14,10,Percentage,190
category_3,132334,2021-10-09,3,2021-10-08,2021-10-14,10,Percentage,190
category_3,132334,2021-10-13,3,2021-10-08,2021-10-14,10,Percentage,190
category_3,132334,2021-10-12,6,2021-10-08,2021-10-14,10,Percentage,190
category_3,132334,2021-10-23,1,2021-10-22,2021-10-28,10,Percentage,190
category_3,132334,2021-10-24,4,2021-10-22,2021-10-28,10,Percentage,190
category_3,132334,2021-10-27,4,2021-10-22,2021-10-28,10,Percentage,190
category_3,132334,2021-10-25,1,2021-10-22,2021-10-28,10,Percentage,190
category_1,119554,2021-12-01,38,2021-11-26,2021-12-02,15,Percentage,80
category_1,119554,2021-11-28,23,2021-11-26,2021-12-02,15,Percentage,80
category_1,119554,2021-11-29,19,2021-11-26,2021-12-02,15,Percentage,80
category_1,119554,2021-11-27,41,2021-11-26,2021-12-02,15,Percentage,80
category_1,119554,2021-11-30,23,2021-11-26,2021-12-02,15,Percentage,80
category_1,119554,2021-12-12,14,2021-12-10,2021-12-16,15,Percentage,80
category_1,119554,2021-12-11,21,2021-12-10,2021-12-16,15,Percentage,80
category_1,119554,2021-12-13,19,2021-12-10,2021-12-16,15,Percentage,80
category_1,119554,2021-12-14,26,2021-12-10,2021-12-16,15,Percentage,80
category_1,119554,2021-12-15,16,2021-12-10,2021-12-16,15,Percentage,80
category_1,119554,2021-12-04,18,2021-12-03,2021-12-09,15,Percentage,80
category_1,119554,2021-12-07,12,2021-12-03,2021-12-09,15,Percentage,80
category_1,119554,2021-12-05,20,2021-12-03,2021-12-09,15,Percentage,80
category_1,119554,2021-12-08,19,2021-12-03,2021-12-09,15,Percentage,80
category_1,119554,2021-12-06,29,2021-12-03,2021-12-09,15,Percentage,80
category_1,119554,2021-12-25,21,2021-12-24,2021-12-30,15,Percentage,80
category_1,119554,2021-12-26,7,2021-12-24,2021-12-30,15,Percentage,80
category_1,119554,2021-12-27,14,2021-12-24,2021-12-30,15,Percentage,80
category_1,119554,2021-12-28,49,2021-12-24,2021-12-30,15,Percentage,80
category_1,119554,2021-12-29,24,2021-12-24,2021-12-30,15,Percentage,80
category_1,119554,2021-12-19,27,2021-12-17,2021-12-23,15,Percentage,80
category_1,119554,2021-12-22,58,2021-12-17,2021-12-23,15,Percentage,80
category_1,119554,2021-12-18,12,2021-12-17,2021-12-23,15,Percentage,80
category_1,119554,2021-12-21,37,2021-12-17,2021-12-23,15,Percentage,80
category_1,119554,2021-12-20,26,2021-12-17,2021-12-23,15,Percentage,80
category_1,1085749,2022-02-12,1,2022-02-11,2022-02-17,10,Percentage,70
category_1,1085749,2022-02-14,3,2022-02-11,2022-02-17,10,Percentage,70
category_1,1085749,2022-02-15,3,2022-02-11,2022-02-17,10,Percentage,70
category_1,1085749,2021-12-07,1,2021-12-03,2021-12-09,10,Percentage,70
category_1,1085749,2021-12-08,2,2021-12-03,2021-12-09,10,Percentage,70
category_1,1085749,2021-12-06,1,2021-12-03,2021-12-09,10,Percentage,70
category_1,1085749,2021-12-01,1,2021-11-26,2021-12-02,10,Percentage,70
category_1,1085749,2021-11-29,2,2021-11-26,2021-12-02,10,Percentage,70
category_1,1085749,2021-11-30,4,2021-11-26,2021-12-02,10,Percentage,70
category_1,1085749,2021-10-30,4,2021-10-29,2021-11-04,10,Percentage,70
category_1,1085749,2021-11-03,1,2021-10-29,2021-11-04,10,Percentage,70
category_1,1085749,2022-02-09,6,2022-02-04,2022-02-10,10,Percentage,70
category_1,1085749,2022-02-08,1,2022-02-04,2022-02-10,10,Percentage,70
category_1,1085749,2022-02-05,1,2022-02-04,2022-02-10,10,Percentage,70
category_1,1085749,2022-02-06,6,2022-02-04,2022-02-10,10,Percentage,70
category_1,1085749,2022-02-07,1,2022-02-04,2022-02-10,10,Percentage,70
category_1,1085749,2021-12-19,1,2021-12-17,2021-12-23,10,Percentage,70
category_1,1085749,2021-12-22,4,2021-12-17,2021-12-23,10,Percentage,70
category_1,1085749,2021-12-18,6,2021-12-17,2021-12-23,10,Percentage,70
category_1,1085749,2021-12-21,2,2021-12-17,2021-12-23,10,Percentage,70
category_1,1085749,2021-12-20,1,2021-12-17,2021-12-23,10,Percentage,70
category_1,1085749,2021-11-24,4,2021-11-19,2021-11-25,10,Percentage,70
category_1,1085749,2021-11-21,6,2021-11-19,2021-11-25,10,Percentage,70
category_1,1085749,2021-11-20,1,2021-11-19,2021-11-25,10,Percentage,70
category_1,1085749,2022-01-29,1,2022-01-28,2022-02-03,10,Percentage,70
category_1,1085749,2022-01-30,4,2022-01-28,2022-02-03,10,Percentage,70
category_1,1085749,2022-02-01,1,2022-01-28,2022-02-03,10,Percentage,70
category_1,1085749,2022-02-02,6,2022-01-28,2022-02-03,10,Percentage,70
category_1,1085749,2022-01-31,1,2022-01-28,2022-02-03,10,Percentage,70
category_1,1085749,2021-12-12,1,2021-12-10,2021-12-16,10,Percentage,70
category_1,1085749,2021-12-13,2,2021-12-10,2021-12-16,10,Percentage,70
category_1,1085749,2021-12-14,7,2021-12-10,2021-12-16,10,Percentage,70
category_1,1085749,2021-12-15,6,2021-12-10,2021-12-16,10,Percentage,70
category_1,1085749,2021-11-14,2,2021-11-12,2021-11-18,10,Percentage,70
category_1,1085749,2021-11-17,2,2021-11-12,2021-11-18,10,Percentage,70
category_1,1085749,2021-12-25,1,2021-12-24,2021-12-30,10,Percentage,70
category_1,1085749,2021-12-26,4,2021-12-24,2021-12-30,10,Percentage,70
category_1,1085749,2021-12-27,1,2021-12-24,2021-12-30,10,Percentage,70
