CategoryCode,ItemCode,DateID,DailySales,DOW,WOY,DOY
category_1,1044682,2021-11-07,1,6,44,311
category_3,1063600,2021-11-19,3,4,46,323
category_1,1044619,2021-11-07,4,6,44,311
category_2,130993,2021-11-19,1,4,46,323
category_1,48940,2021-11-30,1,1,48,334
category_4,1024810,2021-11-11,10,3,45,315
category_3,7666,2021-12-06,15,0,49,340
category_4,872260,2021-12-06,2,0,49,340
category_2,903976,2022-01-03,4,0,1,3
category_2,836125,2021-11-30,5,1,48,334
category_2,216151,2021-12-06,4,0,49,340
category_4,1003156,2022-01-03,25,0,1,3
category_1,1067119,2021-11-09,3,1,45,313
category_1,145978,2021-11-09,1,1,45,313
category_2,57058,2021-11-04,3,3,44,308
category_4,1082743,2021-11-19,4,4,46,323
category_2,262384,2021-12-06,2,0,49,340
category_2,267496,2022-01-03,2,0,1,3
category_1,36898,2021-11-02,14,1,44,306
category_2,20824,2021-11-30,21,1,48,334
category_1,86992,2021-11-02,6,1,44,306
category_1,17287,2021-11-02,2,1,44,306
category_3,16936,2021-11-09,1,1,45,313
category_1,37510,2021-11-04,1,3,44,308
category_2,1101553,2021-11-19,1,4,46,323
category_2,43630,2021-11-09,8,1,45,313
category_2,865933,2021-11-09,1,1,45,313
category_1,1032541,2021-11-30,7,1,48,334
category_1,1081339,2021-11-30,2,1,48,334
category_2,216151,2021-11-09,1,1,45,313
category_2,877624,2021-11-11,5,3,45,315
category_1,839356,2022-01-03,11,0,1,3
category_2,1067092,2021-11-11,14,3,45,315
category_1,1068883,2021-10-10,2,6,40,283
category_1,1054978,2021-12-06,4,0,49,340
category_2,1006090,2021-11-30,3,1,48,334
category_1,379249,2021-11-09,4,1,45,313
category_1,3418,2021-11-19,12,4,46,323
category_2,1105018,2021-11-02,1,1,44,306
category_4,1024810,2021-11-30,17,1,48,334
category_2,1006090,2022-01-03,1,0,1,3
category_3,7666,2021-11-30,11,1,48,334
category_4,1024810,2022-01-03,18,0,1,3
category_2,111382,2021-11-11,1,3,45,315
category_2,130993,2021-11-30,4,1,48,334
category_1,1032586,2021-10-10,2,6,40,283
category_1,1081321,2021-10-10,5,6,40,283
category_2,1071115,2021-11-04,2,3,44,308
category_1,1056463,2021-11-02,11,1,44,306
category_2,172033,2021-10-10,6,6,40,283
category_2,172582,2021-11-02,3,1,44,306
category_2,32245,2021-11-30,1,1,48,334
category_1,1032559,2021-11-09,4,1,45,313
category_2,216151,2021-11-11,8,3,45,315
category_2,815101,2021-11-09,5,1,45,313
category_3,131983,2021-11-11,3,3,45,315
category_2,837943,2021-11-11,16,3,45,315
category_1,42496,2021-11-02,3,1,44,306
category_2,1098502,2021-11-30,6,1,48,334
category_1,48940,2021-11-04,7,3,44,308
category_1,1061638,2021-11-09,3,1,45,313
category_2,1044502,2021-11-07,2,6,44,311
category_2,877624,2022-01-03,2,0,1,3
category_2,248272,2021-11-07,4,6,44,311
category_1,38518,2021-11-02,2,1,44,306
category_3,7666,2021-11-19,8,4,46,323
category_4,836584,2021-11-11,25,3,45,315
category_2,1010068,2021-10-10,3,6,40,283
category_2,65788,2021-11-19,1,4,46,323
category_2,118033,2021-11-09,3,1,45,313
category_1,1084498,2022-01-03,5,0,1,3
category_2,1098502,2021-11-04,1,3,44,308
category_2,1064473,2021-11-09,4,1,45,313
category_4,1074823,2021-11-04,8,3,44,308
category_2,172582,2021-11-11,3,3,45,315
category_2,132028,2022-01-03,19,0,1,3
category_2,836125,2022-01-03,3,0,1,3
category_2,906595,2021-11-02,1,1,44,306
category_3,131983,2021-11-30,3,1,48,334
category_3,1081078,2021-10-10,2,6,40,283
category_3,16936,2021-11-02,10,1,44,306
category_2,172582,2021-12-06,10,0,49,340
category_1,1044610,2021-12-06,1,0,49,340
category_4,23200,2021-11-04,11,3,44,308
category_2,43630,2021-11-04,5,3,44,308
category_1,119554,2021-11-11,52,3,45,315
category_1,1047967,2022-01-03,8,0,1,3
category_1,1021264,2021-11-04,1,3,44,308
category_2,1067092,2021-10-10,17,6,40,283
category_2,87559,2021-11-19,3,4,46,323
category_4,23200,2021-11-11,9,3,45,315
category_1,17296,2021-12-06,51,0,49,340
category_1,1061638,2021-10-10,3,6,40,283
category_4,245581,2021-11-02,12,1,44,306
category_2,745945,2021-10-10,2,6,40,283
category_2,1090276,2021-11-30,2,1,48,334
category_3,1081069,2021-11-02,2,1,44,306
category_1,17296,2021-11-04,168,3,44,308
category_3,1101661,2021-11-04,5,3,44,308
category_3,1063600,2021-11-02,2,1,44,306
category_1,1085749,2021-10-10,1,6,40,283
category_2,1090258,2021-12-06,1,0,49,340
category_2,32245,2021-11-11,3,3,45,315
category_3,131983,2021-11-07,6,6,44,311
category_2,1006090,2021-12-06,3,0,49,340
category_2,865933,2021-10-10,8,6,40,283
category_2,174436,2021-11-30,9,1,48,334
category_1,36898,2021-11-11,10,3,45,315
category_1,1085749,2021-11-30,4,1,48,334
category_2,50785,2021-12-06,1,0,49,340
category_2,216151,2021-11-02,1,1,44,306
category_2,1090249,2021-10-10,3,6,40,283
category_1,1044691,2021-11-02,4,1,44,306
category_2,913561,2021-11-02,3,1,44,306
category_1,1075651,2022-01-03,3,0,1,3
category_2,1070836,2021-11-02,6,1,44,306
category_2,836125,2021-11-02,5,1,44,306
category_4,1003156,2021-12-06,8,0,49,340
category_3,1060630,2021-11-19,6,4,46,323
category_1,379249,2021-12-06,6,0,49,340
category_2,50785,2021-11-02,4,1,44,306
category_4,1060909,2021-10-10,12,6,40,283
category_2,64978,2021-10-10,2,6,40,283
category_3,1066570,2021-11-11,15,3,45,315
category_3,893824,2021-11-02,3,1,44,306
category_1,42496,2021-11-11,7,3,45,315
category_2,59749,2021-11-09,3,1,45,313
category_2,20824,2021-11-02,20,1,44,306
category_1,1090105,2021-11-02,1,1,44,306
category_2,1067092,2021-11-30,17,1,48,334
category_2,87559,2021-11-11,2,3,45,315
category_2,267478,2021-11-07,2,6,44,311
category_2,1105027,2021-11-30,1,1,48,334
category_2,30877,2022-01-03,3,0,1,3
category_1,1075651,2021-11-30,2,1,48,334
category_1,17296,2021-11-02,75,1,44,306
category_2,23569,2021-11-07,8,6,44,311
category_3,37861,2021-11-02,9,1,44,306
category_2,903976,2021-12-06,2,0,49,340
category_1,86992,2021-11-30,5,1,48,334
category_2,1064473,2021-10-10,6,6,40,283
category_2,87046,2021-11-09,3,1,45,313
category_2,399220,2021-11-11,4,3,45,315
category_1,36898,2021-11-04,16,3,44,308
category_2,20824,2021-11-04,13,3,44,308
category_2,41830,2022-01-03,4,0,1,3
category_2,1105009,2021-11-11,1,3,45,315
category_2,124954,2021-11-11,5,3,45,315
category_4,1060909,2021-11-11,7,3,45,315
category_4,836584,2021-11-07,21,6,44,311
category_2,836125,2021-11-09,6,1,45,313
category_2,138742,2021-11-07,8,6,44,311
category_2,138742,2021-11-04,4,3,44,308
category_1,1044619,2021-11-11,1,3,45,315
category_4,1003156,2021-11-02,5,1,44,306
category_1,370195,2021-11-30,10,1,48,334
category_2,30877,2021-11-30,8,1,48,334
category_1,1032532,2021-11-19,13,4,46,323
category_1,1050046,2021-11-11,4,3,45,315
category_1,1032586,2021-11-04,11,3,44,308
category_1,142756,2021-11-04,4,3,44,308
category_1,1048975,2021-12-06,2,0,49,340
category_1,371239,2021-11-30,3,1,48,334
category_3,169504,2021-10-10,50,6,40,283
category_2,1026871,2021-11-19,3,4,46,323
category_2,23569,2021-11-09,6,1,45,313
category_1,1054978,2021-11-30,5,1,48,334
category_2,174436,2021-11-11,8,3,45,315
category_2,132028,2021-10-10,16,6,40,283
category_2,1098493,2021-11-11,2,3,45,315
category_2,1092184,2021-11-09,1,1,45,313
category_1,1056463,2021-12-06,1,0,49,340
category_2,41830,2021-12-06,2,0,49,340
category_2,1064473,2021-11-02,5,1,44,306
category_1,76399,2021-11-30,4,1,48,334
category_2,130993,2021-11-02,6,1,44,306
category_3,1081060,2021-12-06,2,0,49,340
category_1,379249,2021-11-19,5,4,46,323
category_3,16936,2021-11-30,3,1,48,334
category_2,1010068,2021-11-02,4,1,44,306
category_2,23569,2021-11-04,12,3,44,308
category_2,1098493,2021-11-04,1,3,44,308
category_1,42424,2021-12-06,7,0,49,340
category_2,124954,2021-11-09,6,1,45,313
category_2,1101571,2021-11-07,1,6,44,311
category_3,131983,2021-11-04,5,3,44,308
category_1,119554,2021-11-30,23,1,48,334
category_4,836584,2022-01-03,15,0,1,3
category_1,1049776,2021-11-07,5,6,44,311
category_2,1067074,2021-11-09,4,1,45,313
category_2,399220,2021-11-04,1,3,44,308
category_3,37861,2021-11-30,35,1,48,334
category_2,64978,2021-11-19,1,4,46,323
category_2,1071124,2021-12-06,1,0,49,340
category_2,41830,2021-11-04,1,3,44,308
category_4,836584,2021-11-19,7,4,46,323
category_2,9925,2021-12-06,1,0,49,340
category_2,1071124,2021-10-10,1,6,40,283
category_1,142756,2021-11-02,3,1,44,306
category_4,1003147,2021-11-02,18,1,44,306
category_1,1030948,2021-11-11,1,3,45,315
category_1,42424,2021-11-07,1,6,44,311
category_3,132334,2021-11-30,2,1,48,334
category_3,88450,2021-11-30,10,1,48,334
category_2,877624,2021-11-30,3,1,48,334
category_2,172582,2021-11-30,2,1,48,334
category_3,397213,2021-11-02,2,1,44,306
category_4,1003183,2022-01-03,9,0,1,3
category_1,1067119,2021-11-04,20,3,44,308
category_1,1061638,2022-01-03,8,0,1,3
category_2,23569,2022-01-03,3,0,1,3
category_2,1071106,2021-11-11,10,3,45,315
category_2,1090240,2021-11-07,8,6,44,311
category_4,1024810,2021-11-07,14,6,44,311
category_1,1081339,2021-11-19,3,4,46,323
category_1,1081339,2022-01-03,4,0,1,3
category_2,99079,2021-11-30,2,1,48,334
category_1,76399,2021-11-02,3,1,44,306
category_1,1032568,2021-11-02,3,1,44,306
category_2,117610,2021-11-11,15,3,45,315
category_2,1010068,2021-11-19,3,4,46,323
category_1,142756,2021-11-09,4,1,45,313
category_1,755584,2021-11-11,3,3,45,315
category_1,1067119,2021-12-06,4,0,49,340
category_1,3418,2021-12-06,25,0,49,340
category_1,76399,2021-11-07,3,6,44,311
category_2,1076920,2021-11-09,4,1,45,313
category_2,30877,2021-11-19,7,4,46,323
category_2,1101769,2021-11-11,2,3,45,315
category_1,1032568,2021-10-10,2,6,40,283
category_2,20824,2021-11-19,19,4,46,323
category_3,169504,2021-11-02,85,1,44,306
category_2,837943,2021-11-02,13,1,44,306
category_3,88450,2021-11-11,33,3,45,315
category_1,1090114,2021-11-02,1,1,44,306
category_1,1084498,2021-11-07,1,6,44,311
category_2,1090276,2021-11-19,4,4,46,323
category_2,262384,2021-11-04,1,3,44,308
category_2,1006090,2021-10-10,1,6,40,283
category_1,86992,2021-10-10,3,6,40,283
category_3,1047130,2021-11-11,8,3,45,315
category_1,1047967,2021-12-06,23,0,49,340
category_4,1003147,2021-11-09,19,1,45,313
category_3,1081060,2021-11-11,23,3,45,315
category_1,1032541,2021-11-09,1,1,45,313
category_2,87046,2021-11-02,3,1,44,306
category_1,1067119,2022-01-03,6,0,1,3
category_1,839356,2021-12-06,25,0,49,340
category_2,41830,2021-11-19,5,4,46,323
category_1,119554,2021-11-04,22,3,44,308
category_1,755584,2021-10-10,2,6,40,283
category_4,1003192,2022-01-03,11,0,1,3
category_3,132334,2022-01-03,10,0,1,3
category_2,87559,2021-11-04,3,3,44,308
category_2,118033,2021-11-19,1,4,46,323
category_1,42424,2021-11-19,8,4,46,323
category_1,1032586,2021-11-19,2,4,46,323
category_3,1013335,2021-10-10,2,6,40,283
category_2,132028,2021-11-02,35,1,44,306
category_4,753613,2021-11-07,6,6,44,311
category_2,1071106,2021-11-30,7,1,48,334
category_1,124774,2021-11-11,2,3,45,315
category_2,1092184,2021-11-04,1,3,44,308
category_3,1047130,2021-11-19,6,4,46,323
category_2,1090240,2021-12-06,1,0,49,340
category_1,1058713,2021-11-19,7,4,46,323
category_3,1081087,2021-11-19,14,4,46,323
category_2,41830,2021-11-11,1,3,45,315
category_2,59749,2021-11-11,4,3,45,315
category_2,216151,2021-11-04,1,3,44,308
category_1,17296,2021-11-07,64,6,44,311
category_3,1081087,2021-11-11,1,3,45,315
category_2,111382,2021-11-07,6,6,44,311
category_4,245581,2021-11-07,17,6,44,311
category_2,838456,2021-11-07,1,6,44,311
category_4,245581,2021-12-06,20,0,49,340
category_2,687616,2021-12-06,1,0,49,340
category_4,1060909,2021-11-19,6,4,46,323
category_2,1105027,2022-01-03,4,0,1,3
category_1,145330,2021-10-10,2,6,40,283
category_1,17296,2021-11-19,82,4,46,323
category_2,110320,2021-11-07,13,6,44,311
category_2,210868,2021-11-19,2,4,46,323
category_2,745945,2021-11-09,5,1,45,313
category_1,124774,2021-11-04,3,3,44,308
category_2,1070836,2021-11-11,1,3,45,315
category_2,40759,2021-11-19,2,4,46,323
category_3,37861,2021-11-07,16,6,44,311
category_1,755584,2021-11-02,6,1,44,306
category_2,1067092,2021-11-02,22,1,44,306
category_2,836125,2021-12-06,4,0,49,340
category_2,1076938,2021-11-09,1,1,45,313
category_2,87046,2021-11-11,2,3,45,315
category_4,872260,2021-11-04,1,3,44,308
category_2,877624,2021-11-04,3,3,44,308
category_2,836125,2021-10-10,9,6,40,283
category_2,86974,2022-01-03,7,0,1,3
category_2,1071106,2021-12-06,3,0,49,340
category_2,172582,2022-01-03,3,0,1,3
category_2,906595,2021-11-19,1,4,46,323
category_4,1074823,2021-11-11,45,3,45,315
category_2,20824,2021-11-09,49,1,45,313
category_2,111382,2021-11-04,1,3,44,308
category_2,1076929,2021-11-04,1,3,44,308
category_1,1032532,2021-11-07,57,6,44,311
category_1,3418,2022-01-03,9,0,1,3
category_2,1101553,2021-11-11,2,3,45,315
category_3,1090024,2021-11-07,5,6,44,311
category_2,1090240,2021-11-02,6,1,44,306
category_1,37510,2021-11-11,2,3,45,315
category_4,1003183,2021-12-06,2,0,49,340
category_3,1013335,2021-11-02,3,1,44,306
category_1,119554,2021-10-10,11,6,40,283
category_2,110320,2021-10-10,9,6,40,283
category_3,1081060,2021-11-04,31,3,44,308
category_2,110320,2021-12-06,6,0,49,340
category_1,145330,2021-11-02,2,1,44,306
category_2,877624,2021-11-07,6,6,44,311
category_2,1064473,2021-11-19,3,4,46,323
category_1,48940,2022-01-03,1,0,1,3
category_2,687616,2021-10-10,5,6,40,283
category_2,1098493,2021-11-07,2,6,44,311
category_3,88450,2021-11-04,19,3,44,308
category_2,9925,2022-01-03,2,0,1,3
category_2,43630,2021-12-06,3,0,49,340
category_3,1090024,2021-11-30,1,1,48,334
category_1,1021264,2021-11-30,2,1,48,334
category_3,7666,2021-10-10,15,6,40,283
category_1,1047967,2021-11-09,15,1,45,313
category_3,132334,2021-11-09,1,1,45,313
category_3,893824,2021-11-09,12,1,45,313
category_1,1047967,2021-10-10,12,6,40,283
category_1,3427,2021-11-11,2,3,45,315
category_1,1050046,2021-12-06,3,0,49,340
category_2,838456,2021-11-19,2,4,46,323
category_2,1044502,2021-11-04,1,3,44,308
category_1,1032586,2021-12-06,2,0,49,340
category_2,1010068,2021-12-06,20,0,49,340
category_1,1061341,2021-11-02,18,1,44,306
category_1,1032550,2021-10-10,2,6,40,283
category_2,267478,2021-10-10,9,6,40,283
category_2,1067092,2022-01-03,15,0,1,3
category_1,124774,2021-11-19,3,4,46,323
category_2,87559,2022-01-03,4,0,1,3
category_1,1044610,2021-10-10,1,6,40,283
category_2,1026871,2021-10-10,3,6,40,283
category_1,839374,2022-01-03,55,0,1,3
category_1,17287,2021-11-04,3,3,44,308
category_2,1070836,2021-11-30,2,1,48,334
category_1,1047967,2021-11-30,27,1,48,334
category_2,999403,2021-11-04,4,3,44,308
category_2,248272,2021-11-02,5,1,44,306
category_2,138742,2021-11-19,2,4,46,323
category_2,138742,2021-11-02,2,1,44,306
category_2,1010068,2022-01-03,2,0,1,3
category_1,379249,2021-10-10,10,6,40,283
category_2,1071115,2021-11-19,1,4,46,323
category_4,1003156,2021-11-09,3,1,45,313
category_2,43630,2021-11-07,3,6,44,311
category_1,1044682,2021-12-06,12,0,49,340
category_1,145978,2021-11-02,3,1,44,306
category_1,86992,2022-01-03,11,0,1,3
category_2,1090276,2021-11-09,5,1,45,313
category_1,1061638,2021-11-19,3,4,46,323
category_2,110320,2021-11-19,3,4,46,323
category_3,1081078,2021-11-30,1,1,48,334
category_4,245581,2021-11-19,5,4,46,323
category_2,1101571,2021-10-10,1,6,40,283
category_1,119554,2022-01-03,30,0,1,3
category_2,20824,2021-10-10,28,6,40,283
category_1,119554,2021-11-02,25,1,44,306
category_2,1090276,2021-10-10,1,6,40,283
category_2,211309,2021-11-11,4,3,45,315
category_2,32245,2021-11-19,2,4,46,323
category_4,1003147,2021-11-19,6,4,46,323
category_2,1071124,2021-11-30,1,1,48,334
category_2,837943,2021-10-10,12,6,40,283
category_2,836152,2022-01-03,2,0,1,3
category_4,1024810,2021-11-02,5,1,44,306
category_2,43630,2022-01-03,9,0,1,3
category_1,42424,2021-11-11,2,3,45,315
category_3,1081087,2021-12-06,2,0,49,340
category_2,815101,2022-01-03,5,0,1,3
category_2,211309,2021-10-10,3,6,40,283
category_2,99079,2021-11-09,3,1,45,313
category_1,1021264,2022-01-03,3,0,1,3
category_1,755584,2022-01-03,5,0,1,3
category_1,1049776,2021-11-11,3,3,45,315
category_1,1081321,2021-11-07,2,6,44,311
category_1,379249,2022-01-03,39,0,1,3
category_2,213802,2021-11-07,2,6,44,311
category_2,1098493,2021-11-09,1,1,45,313
category_1,1032550,2021-11-07,1,6,44,311
category_4,836584,2021-11-30,22,1,48,334
category_2,1044502,2021-11-11,2,3,45,315
category_1,145978,2021-12-06,3,0,49,340
category_1,1032532,2021-11-11,9,3,45,315
category_2,138742,2022-01-03,4,0,1,3
category_2,1103056,2021-11-07,3,6,44,311
category_1,1032550,2021-11-02,5,1,44,306
category_3,1047130,2021-11-09,7,1,45,313
category_1,3418,2021-11-30,6,1,48,334
category_2,132028,2021-11-04,36,3,44,308
category_2,1067092,2021-11-09,35,1,45,313
category_1,1044691,2021-11-07,2,6,44,311
category_1,35530,2021-11-07,2,6,44,311
category_1,42496,2021-11-30,3,1,48,334
category_3,1060630,2022-01-03,5,0,1,3
category_1,1047967,2021-11-19,72,4,46,323
category_2,858886,2021-11-09,1,1,45,313
category_1,1081321,2021-11-02,8,1,44,306
category_3,37861,2021-11-09,4,1,45,313
category_4,1003192,2021-11-19,3,4,46,323
category_3,1013335,2021-11-30,3,1,48,334
category_1,3427,2021-11-04,14,3,44,308
category_1,1058713,2021-10-10,1,6,40,283
category_1,38518,2021-11-07,1,6,44,311
category_4,753613,2021-11-02,1,1,44,306
category_1,1050046,2021-11-19,4,4,46,323
category_2,1092184,2022-01-03,2,0,1,3
category_2,138742,2021-11-11,4,3,45,315
category_1,1054978,2021-11-11,16,3,45,315
category_2,1105027,2021-11-19,3,4,46,323
category_2,837943,2021-11-09,10,1,45,313
category_3,1081060,2021-11-07,11,6,44,311
category_1,142756,2021-12-06,3,0,49,340
category_2,124954,2021-11-19,6,4,46,323
category_3,1060630,2021-12-06,3,0,49,340
category_2,1006099,2021-11-09,1,1,45,313
category_1,17296,2021-11-09,52,1,45,313
category_1,1084498,2021-11-02,3,1,44,306
category_3,132334,2021-11-07,4,6,44,311
category_1,43657,2021-11-11,1,3,45,315
category_1,1061341,2021-11-09,8,1,45,313
category_2,1067074,2021-11-07,2,6,44,311
category_2,172033,2021-11-09,25,1,45,313
category_1,1048975,2021-11-19,11,4,46,323
category_2,836125,2021-11-11,7,3,45,315
category_1,1077118,2022-01-03,1,0,1,3
category_1,1048975,2021-11-30,3,1,48,334
category_1,3418,2021-11-09,3,1,45,313
category_2,1101562,2021-11-09,3,1,45,313
category_4,23200,2021-11-07,13,6,44,311
category_2,1090258,2021-11-04,14,3,44,308
category_1,1081339,2021-11-02,2,1,44,306
category_2,687616,2022-01-03,4,0,1,3
category_2,877624,2021-11-02,3,1,44,306
category_2,1090249,2021-11-04,4,3,44,308
category_3,1064572,2021-11-30,4,1,48,334
category_1,42496,2021-11-04,2,3,44,308
category_3,1081069,2022-01-03,4,0,1,3
category_2,1076920,2021-10-10,4,6,40,283
category_2,906595,2021-11-30,1,1,48,334
category_2,1006108,2021-11-30,10,1,48,334
category_1,36898,2021-11-07,10,6,44,311
category_3,132334,2021-11-19,3,4,46,323
category_2,59749,2021-11-19,5,4,46,323
category_2,110320,2022-01-03,7,0,1,3
category_4,753613,2022-01-03,6,0,1,3
category_2,30877,2021-11-07,11,6,44,311
category_4,1003156,2021-11-07,21,6,44,311
category_2,124954,2021-11-04,5,3,44,308
category_1,1054978,2021-10-10,3,6,40,283
category_2,262384,2021-11-09,1,1,45,313
category_1,1067128,2021-11-07,1,6,44,311
category_2,99079,2021-12-06,3,0,49,340
category_1,3427,2021-12-06,15,0,49,340
category_1,43738,2021-12-06,3,0,49,340
category_2,1071106,2021-11-19,3,4,46,323
category_1,1030948,2022-01-03,3,0,1,3
category_2,111382,2021-11-19,1,4,46,323
category_2,59749,2021-10-10,6,6,40,283
category_1,1032559,2021-11-04,4,3,44,308
category_2,111382,2021-12-06,1,0,49,340
category_4,123307,2022-01-03,87,0,1,3
category_2,124954,2021-11-02,5,1,44,306
category_1,1047967,2021-11-07,15,6,44,311
category_4,1074823,2021-11-07,32,6,44,311
category_2,23569,2021-11-19,2,4,46,323
category_1,17296,2022-01-03,147,0,1,3
category_3,37861,2021-12-06,18,0,49,340
category_3,1081060,2021-10-10,1,6,40,283
category_1,124774,2021-11-07,3,6,44,311
category_2,39436,2021-11-02,2,1,44,306
category_2,40759,2022-01-03,9,0,1,3
category_4,1003183,2021-11-30,3,1,48,334
category_2,836152,2021-12-06,8,0,49,340
category_2,267496,2021-11-11,6,3,45,315
category_2,1006108,2022-01-03,1,0,1,3
category_2,57058,2021-11-07,1,6,44,311
category_3,1013335,2021-11-07,2,6,44,311
category_2,815101,2021-11-02,2,1,44,306
category_1,1049776,2021-11-19,1,4,46,323
category_1,1049776,2021-12-06,4,0,49,340
category_2,173617,2021-11-02,6,1,44,306
category_2,173617,2021-11-04,3,3,44,308
category_2,903976,2021-11-07,2,6,44,311
category_1,17296,2021-10-10,24,6,40,283
category_3,37861,2021-11-11,13,3,45,315
category_2,174436,2021-11-19,8,4,46,323
category_2,1101769,2021-11-07,3,6,44,311
category_2,837943,2021-11-07,20,6,44,311
category_3,1081060,2021-11-09,17,1,45,313
category_1,119554,2021-11-19,15,4,46,323
category_2,877624,2021-12-06,5,0,49,340
category_2,1064473,2021-11-30,10,1,48,334
category_1,142756,2021-11-11,6,3,45,315
category_4,1024810,2021-11-04,19,3,44,308
category_2,1076938,2021-11-30,3,1,48,334
category_2,687616,2021-11-19,2,4,46,323
category_2,248272,2021-11-30,1,1,48,334
category_2,87559,2021-10-10,1,6,40,283
category_2,1105027,2021-11-02,3,1,44,306
category_3,88450,2021-11-02,60,1,44,306
category_1,145978,2021-11-19,3,4,46,323
category_3,1081087,2022-01-03,1,0,1,3
category_2,1070836,2021-11-04,2,3,44,308
category_2,687616,2021-11-30,2,1,48,334
category_2,1092184,2021-12-06,4,0,49,340
category_2,43630,2021-10-10,9,6,40,283
category_1,1058713,2021-11-30,18,1,48,334
category_4,123307,2021-11-11,50,3,45,315
category_2,132028,2021-11-30,22,1,48,334
category_2,99079,2021-11-11,4,3,45,315
category_2,172033,2021-11-02,22,1,44,306
category_1,1054978,2021-11-07,5,6,44,311
category_2,172033,2021-11-04,17,3,44,308
category_1,1061638,2021-12-06,13,0,49,340
category_2,1006108,2021-11-07,3,6,44,311
category_1,42496,2021-11-09,6,1,45,313
category_2,1010068,2021-11-07,8,6,44,311
category_1,1044682,2022-01-03,20,0,1,3
category_1,3427,2021-11-07,1,6,44,311
category_2,399220,2021-12-06,5,0,49,340
category_2,1070818,2021-10-10,1,6,40,283
category_3,1060630,2021-10-10,3,6,40,283
category_2,1090276,2021-11-02,1,1,44,306
category_4,1003156,2021-11-30,11,1,48,334
category_3,1081069,2021-11-04,4,3,44,308
category_4,23200,2021-11-19,3,4,46,323
category_1,3427,2021-10-10,5,6,40,283
category_1,1058713,2022-01-03,9,0,1,3
category_1,379249,2021-11-07,6,6,44,311
category_2,906595,2021-11-09,1,1,45,313
category_2,30877,2021-10-10,7,6,40,283
category_2,1064473,2021-11-07,7,6,44,311
category_1,1044619,2021-11-09,2,1,45,313
category_4,1003192,2021-11-11,4,3,45,315
category_1,1056463,2021-11-04,15,3,44,308
category_4,1003156,2021-11-19,2,4,46,323
category_2,913561,2021-11-09,2,1,45,313
category_3,88450,2021-11-19,18,4,46,323
category_1,1032532,2021-11-09,9,1,45,313
category_2,117610,2021-11-07,13,6,44,311
category_3,893824,2021-12-06,1,0,49,340
category_1,119554,2021-11-09,12,1,45,313
category_2,906595,2021-11-07,1,6,44,311
category_4,1003192,2021-11-02,1,1,44,306
category_2,87559,2021-11-09,2,1,45,313
category_1,1061638,2021-11-11,3,3,45,315
category_2,20824,2021-11-11,91,3,45,315
category_1,124774,2021-11-09,4,1,45,313
category_2,59749,2021-12-06,6,0,49,340
category_2,837943,2021-11-04,9,3,44,308
category_3,132334,2021-11-04,4,3,44,308
category_2,1006090,2021-11-04,1,3,44,308
category_1,1067119,2021-11-11,3,3,45,315
category_2,1090240,2021-11-19,4,4,46,323
category_1,86992,2021-11-07,6,6,44,311
category_2,1070836,2021-10-10,5,6,40,283
category_1,42424,2021-11-30,4,1,48,334
category_2,1090276,2021-11-11,1,3,45,315
category_3,1097143,2021-11-07,1,6,44,311
category_1,1090105,2021-11-04,1,3,44,308
category_2,216151,2021-11-19,6,4,46,323
category_2,906586,2021-11-02,1,1,44,306
category_2,1103056,2021-11-11,4,3,45,315
category_2,858886,2021-11-30,1,1,48,334
category_3,16936,2021-11-04,9,3,44,308
category_1,3427,2021-11-30,5,1,48,334
category_1,142756,2022-01-03,11,0,1,3
category_4,245581,2022-01-03,9,0,1,3
category_2,87559,2021-11-30,5,1,48,334
category_1,370195,2021-11-19,3,4,46,323
category_2,1090249,2022-01-03,6,0,1,3
category_1,59047,2021-11-02,3,1,44,306
category_2,1105027,2021-11-11,4,3,45,315
category_1,38518,2021-12-06,1,0,49,340
category_2,1105009,2021-11-02,1,1,44,306
category_1,1058713,2021-11-09,4,1,45,313
category_2,1010068,2021-11-30,1,1,48,334
category_2,43630,2021-11-19,6,4,46,323
category_2,23569,2021-11-11,11,3,45,315
category_1,1061638,2021-11-30,25,1,48,334
category_2,117610,2021-10-10,1,6,40,283
category_2,837943,2021-12-06,6,0,49,340
category_1,42424,2021-11-04,4,3,44,308
category_3,1081078,2021-11-02,4,1,44,306
category_4,731104,2021-11-09,1,1,45,313
category_2,999403,2021-11-30,1,1,48,334
category_2,30877,2021-11-02,9,1,44,306
category_3,1081078,2021-11-19,2,4,46,323
category_2,248272,2021-11-09,1,1,45,313
category_2,267496,2021-12-06,3,0,49,340
category_4,872260,2022-01-03,1,0,1,3
category_4,123307,2021-10-10,85,6,40,283
category_2,110320,2021-11-30,5,1,48,334
category_2,1098493,2021-11-30,1,1,48,334
category_2,858886,2021-11-04,2,3,44,308
category_3,1066570,2021-10-10,8,6,40,283
category_4,1024810,2021-11-09,9,1,45,313
category_2,1044502,2021-11-19,2,4,46,323
category_2,836152,2021-11-11,3,3,45,315
category_3,1047130,2021-11-04,12,3,44,308
category_4,872260,2021-11-11,2,3,45,315
category_1,3418,2021-11-11,7,3,45,315
category_2,59749,2022-01-03,4,0,1,3
category_3,132334,2021-10-10,3,6,40,283
category_1,1044691,2022-01-03,13,0,1,3
category_4,23200,2021-11-30,25,1,48,334
category_2,838456,2021-11-11,1,3,45,315
category_2,40759,2021-10-10,6,6,40,283
